country,countryname,party,abbrev,name,name_english,year_min,year_max,is_alliance,max_pervote,max_presvote
84,"Georgia",84222,"SMSP","Sak'art'velos Mshromelta Sotsialisturi Partia","Georgian Workersâ€™ Socialist Party",1992,1992,0,2.0999999,
84,"Georgia",84223,"SSP","Sak'art'velos Sotsialisturi Partia","Socialist Party of Georgia",1995,1999,0,3.7950001,
84,"Georgia",84321,"SSDP","Sak'art'velos Sotsial-Demokratiuli Partia","Social Democratic Party of Georgia",1992,1992,0,1.3,
84,"Georgia",84322,"SSSK","Sak'art'velos Sotsialuri Samartlianobis Kavshiri","Georgian Social Justice Union",1992,1992,0,1.2,
84,"Georgia",84323,"SMK","Sak'art'velos Mokalaketa Kavshiri","Citizensâ€™ Union of Georgia",1995,1999,0,41.750999,
84,"Georgia",84411,"","Kartia â€“ 91","Charter 91",1992,1992,0,5.4000001,
84,"Georgia",84421,"","Saarchevno Bloki â€˜Tertmeti Oktomberiâ€™","Election Bloc â€˜Oktober 11â€™",1992,1992,0,12.2,
84,"Georgia",84422,"","Blok â€˜Ertobaâ€™","â€˜Unity' Bloc",1992,1992,1,9,
84,"Georgia",84423,"DP","Demokratiuli Partia","Democratic Party",1992,1992,0,5.5999999,
84,"Georgia",84424,"DAP","Demokratiuli Aghordzinebis Pavshiri","Union for the Democratic Revival",1995,2003,0,25.18,
84,"Georgia",84425,"BP","Bloki â€˜Progresiâ€™","Bloc â€˜Progressâ€™",1995,1995,0,1.372,
84,"Georgia",84426,"PKT","Politikuri Kavshiri â€˜Tanadgomaâ€™","Political Alliance â€˜Supportâ€™",1995,1995,0,2.1500001,
84,"Georgia",84427,"SRKET","Sak'art'velos Reformatorta Kavshiri - Erovnuli Tankhmoba","Reformers' Union of Georgia - National Concord",1995,1995,0,2.8870001,
84,"Georgia",84428,"MGS","Mretsvelopba Gadaarchens Sak'art'velos","Industry will save Georgia",1999,2016,0,7.0780001,
84,"Georgia",84429,"SLP","Sak'art'velos Leiboristuli Partia","Georgian Labour Party",2003,2020,0,12,
84,"Georgia",84430,"BD","Bloki â€˜Burjanadze - Demokratebiâ€™","Burjanadze - Democrats Bloc",2003,2003,0,8.8000002,
84,"Georgia",84431,"AM","Akhali Memarjveneebi","New Rights",2003,2004,0,7.3000002,
84,"Georgia",84432,"AS","Saarchevno Bloki â€˜Axali Sak'art'velostvisâ€™","Election Bloc â€˜For a New Georgiaâ€™",2003,2003,1,21.299999,
84,"Georgia",84435,"","Stâ€™ratâ€™egia Aghmashenebeli","Strategy Aghmashenebeli",2020,2020,0,3.1527312,
84,"Georgia",84440,"Respublikelebi","Sakâ€™artâ€™velos Respublikuri Partia","Republican Party of Georgia",2008,2008,0,3.7360001,
84,"Georgia",84445,"","Lelo Sakartvelostvis","Try for Georgia",2020,2020,0,3.1548617,
84,"Georgia",84450,"","K'art'uli Ots'neba - Demokratiuli Sak'art'velo","Georgian Dream - Democratic Georgia",2016,2020,0,48.682999,
84,"Georgia",84460,"","Akhali Pâ€™olitâ€™ikâ€™uri Tsentâ€™ri â€” Girchi","New Political Center - Girchi",2020,2020,0,2.8891158,
84,"Georgia",84521,"SGK","Sak'art'velos Ghvtisshvilta Kavshiri","Union of Godâ€™s Children of Georgia",1992,1992,0,1.2,
84,"Georgia",84530,"KDM","Kâ€™ristianul-Demokratiuli Modzraoba","Christian-Democratic Movement",2008,2008,0,8.5620003,
84,"Georgia",84610,"","Evropuli Sakartvelo - Modzraoba Tavisuplebistvis","European Georgia - Movement for Liberty",2020,2020,0,3.7926724,
84,"Georgia",84710,"KTK","Kartvel Traditsionalista Kavshiri","Union of Georgian Traditionalists",1992,1995,0,4.5,
84,"Georgia",84711,"EDP","Erovnul Demokratiuli Partia","National Democratic Party",1992,1995,0,9,
84,"Georgia",84712,"ICS","Ilia Chavchavadzis Sazogadoeba","Ilia Chavchavadze Society",1992,1992,0,4.5,
84,"Georgia",84713,"SSMKS","Sruliad Sak'art'velos Merab Kostavas Sazogadoeba","Merab Kostava Society",1992,1992,0,3,
84,"Georgia",84714,"SETAK","Sak'art'velos Erovnuli Tankhmobis da Aghorzinebis Kavshiri","Union of National Agreement and Revival of Georgia",1992,1992,0,2.5,
84,"Georgia",84715,"SEDP","Sak'art'velos Erovnuli Damoukideblobis Partia","Georgian National Independent Party",1992,1992,0,2.5999999,
84,"Georgia",84716,"ENM","Ertiani Natsionaluri Modzraoba","United National Movement",2003,2020,1,67.75,
84,"Georgia",84720,"","Sakhalkho Fronti","Popular Front",1990,1990,0,1.9,
84,"Georgia",84730,"","Sak'art'velos Patriotta Aliansi","Alliance of Patriots of Georgia",2016,2020,0,5.007,
84,"Georgia",84810,"SSFK","Sruliad Sak'art'velos Fermerta Kavshiri","All-Georgian Farmersâ€™ Union",1992,1992,0,,
84,"Georgia",84951,"KMSP","Khalkhta Megobrobis da Samartlianobis Partia","Peopleâ€™s Friendship and Justice",1992,1992,0,1.4,
84,"Georgia",84952,"","Demokratiuli Saqartvelo","Democratic Georgia",1990,1990,0,1.8,
85,"German Democratic Republic",85111,"GrÃ¼ne-UFV","GrÃ¼ne Partei-UnabhÃ¤ngiger Frauenverband","Green Party-Independent Women's League",1990,1990,1,1.966,
85,"German Democratic Republic",85112,"B 90","BÃ¼ndnis 90","Alliance 90",1990,1990,1,2.9119999,
85,"German Democratic Republic",85210,"AVL","AktionsbÃ¼ndnis Vereinigte Linke","United Left Action Alliance",1990,1990,1,.176,
85,"German Democratic Republic",85221,"PDS","Partei des Demokratischen Sozialismus","Party for Democratic Socialism",1990,1990,0,16.396999,
85,"German Democratic Republic",85320,"SPD","Sozialdemokratische Partei Deutschlands","Social Democratic Party of Germany",1990,1990,0,21.882999,
85,"German Democratic Republic",85421,"FDP","Freie Demokratische Partei","Free Democratic Party",1990,1990,0,,
85,"German Democratic Republic",85422,"LDP","Liberal-Demokratische Partei","Liberal Democratic Party",1990,1990,0,,
85,"German Democratic Republic",85423,"DFP","Deutsche Forumpartei","German Forum Party",1990,1990,0,,
85,"German Democratic Republic",85424,"NDPD","National-Demokratische Partei Deutschlands","National Democratic Party of Germany",1990,1990,0,.384,
85,"German Democratic Republic",85429,"BFD","Bund Freier Demokraten","Alliance of Free Democrats",1990,1990,1,5.276,
85,"German Democratic Republic",85521,"CDU","Christlich Demokratische Union","Christian Democratic Union",1990,1990,0,40.816002,
85,"German Democratic Republic",85522,"DSU","Deutsche Soziale Union","German Social Union",1990,1990,0,6.3060002,
85,"German Democratic Republic",85523,"DA","Demokratischer Aufbruch - â€˜sozial und Ã¶kologischâ€™","Democratic Opening",1990,1990,0,.92000002,
85,"German Democratic Republic",85524,"DBD","Demokratische Bauernpartei Deutschlands","Democratic Peasantsâ€™ Party of Germany",1990,1990,0,2.177,
85,"German Democratic Republic",85901,"DFD","Demokratischer Frauenbund Deutschlands","Democratic Womenâ€™s League",1990,1990,0,.331,
86,"Hungary",86110,"LMP","Lehet MÃ¡s Politika!","Politics Can Be Different",2010,2018,0,7.0549998,
86,"Hungary",86111,"PM","PÃ¡rbeszÃ©d MagyarorszÃ¡gÃ©rt","Dialogue for Hungary",2018,2018,0,1.7869999,
86,"Hungary",86220,"MSzP","Magyar Szocialista PÃ¡rt","Hungarian Socialist Party",1990,2018,0,48.189999,
86,"Hungary",86221,"DK","Demokratikus KoalÃ­cÃ­o","Democratic Coalition",2014,2018,0,5.3759999,
86,"Hungary",86320,"MSzDP","MagyarorszÃ¡gi SzociÃ¡ldemokrata PÃ¡rt","Hungarian Social Democratic Party",1990,2010,0,2.118,
86,"Hungary",86340,"E14-PM","EgyÃ¼tt 2014 â€“ PÃ¡rbeszÃ©d MagyarorszÃ¡gÃ©rt VÃ¡lasztÃ¡si SzÃ¶vetsÃ©g","Together 2014 -Dialogue for Hungary Electoral Alliance",2014,2018,0,2.0569999,
86,"Hungary",86421,"FiDeSz-MPP-MDF","Fiatal DemokratÃ¡k SzÃ¶vetsÃ©ge - Magyar Polgari PÃ¡rt - Magyar Demokrata FÃ³rum-SzÃ¶vetsÃ©g","Federation of Young Democrats - Hungarian Civic Party - Hungarian Democratic Forum- Alliance",1990,2018,0,67.879997,
86,"Hungary",86422,"SzDSz","Szabad DemokratÃ¡k SzÃ¶vetsÃ©ge","Alliance of Free Democrats",1990,2006,0,21.396,
86,"Hungary",86521,"MDF","Magyar Demokrata FÃ³rum","Hungarian Democratic Forum",1990,2006,0,22.893999,
86,"Hungary",86522,"KDNP","KereztÃ©nydemokrata NÃ©ppÃ¡rt","Christian Democratic Peopleâ€™s Party",1990,1998,0,7.0279999,
86,"Hungary",86620,"MIÃ‰P","Magyar IgazsÃ¡g Ã©s Ã‰let PÃ¡rt","Hungarian Justice and Life Party",1998,1998,0,5.5700002,
86,"Hungary",86710,"Jobbik","Jobbik MagyarorszÃ¡gÃ©rt Mozgalom","Movement for a Better Hungary",2010,2018,0,20.583,
86,"Hungary",86810,"FKgP","FÃ¼ggetlen Kisgazda PÃ¡rt","Independent Smallholdersâ€™ Party",1990,2002,0,13.38,
86,"Hungary",86811,"ASz","AgrÃ¡rszÃ¶vetsÃ©ge","Agrarian Alliance",1990,1990,1,0,
87,"Latvia",87021,"SC","SaskaÅ†as Centrs","Concord Centre",2006,2011,1,28.620001,
87,"Latvia",87041,"LPP/LC","â€˜Latvijas PirmÄ partijas' un partijas â€˜Latvijas CeÄ¼Å¡' vÄ“lÄ“Å¡anu apvienÄ«ba'","â€˜Latvia's First Party' and â€˜Latvian Way' Union",2006,2006,1,8.5810003,
87,"Latvia",87042,"","AttÄ«stÄ«bai/Par!","Development/For!",2018,2018,1,12.12,
87,"Latvia",87061,"PLL","Par Labu Latviju!","For a Good Latvia",2010,2010,1,7.8189998,
87,"Latvia",87062,"","VienotÄ«ba","Unity",2010,2018,1,31.903,
87,"Latvia",87071,"NA","NacionÄlÄ apvienÄ«ba â€˜Visu Latvijai!' â€“ â€˜ApvienÄ«ba TÄ“vzemei un brÄ«vÄ«bai - Latvijas NacionÄlÄs neatkaribas kustÄ«ba'","National Alliance â€˜All For Latvia!' â€“ â€˜For Fatherland and Freedom - Latvian National Independence Movement'",2010,2018,1,16.719,
87,"Latvia",87110,"ZZS","ZaÄ¼o un Zemnieku savienÄ«ba","Greens' and Farmersâ€™ Union",2002,2018,1,20.112,
87,"Latvia",87220,"SLAT","SaskaÅ†a Latvijai - AtdzimÅ¡ana TautsaimniecÄ«bai","Harmony for Latvia - Rebirth of the Economy",1993,1993,0,12.008,
87,"Latvia",87310,"LSP","Latvijas SociÄlistiska partija","Latvian Socialist Party",1995,1995,0,5.6069999,
87,"Latvia",87311,"LSDA","Latvijas SociÄldemokrÄtu apvienÄ«ba","Latvian Social Democratic Alliance",1998,1998,0,12.878,
87,"Latvia",87320,"LVP","Latvijas VienÄ«bas partija","Latvian Unity Party",1995,1995,0,7.1820002,
87,"Latvia",87340,"SDPS","SociÄldemokrÄtiskÄ Partija ""SaskaÅ†a""","Social Democartic Party ""Harmony""",2014,2018,0,23.153,
87,"Latvia",87410,"LC","SavienÄ«ba â€˜Latvijas ceÄ¼Å¡'","Latvian Way Union",1993,2002,0,32.411999,
87,"Latvia",87411,"DPS","DemokrÄtiskÄ partija â€˜Saimnieks'","Democratic Party â€˜Saimnieksâ€™",1995,1995,0,15.222,
87,"Latvia",87420,"LLP","Latvijas LiberÄlÄ partija","Latvian Liberal Party",1993,1993,0,.13600001,
87,"Latvia",87421,"TSP","Tautas SaskaÅ†as partija","National Harmony Party",1995,1998,0,14.201,
87,"Latvia",87422,"PCTVL","Par cilvÄ“ka tiesÄ«bÄm vienotÄ LatvijÄ","For Human Rights in a United Latvia",2002,2006,0,19.094999,
87,"Latvia",87423,"JL","Jaunais laiks","New Era",2002,2006,0,23.979,
87,"Latvia",87430,"DCP","DemokrÄtiskÄ centra partija","Democratic Centre Party",1993,1993,0,4.7659998,
87,"Latvia",87431,"JP","Jauna partija","New Party",1998,1998,0,7.348,
87,"Latvia",87520,"KDS","KristÄ«gi demokrÄtiskÄ savienÄ«ba","Christian Democratic Union",1993,1993,0,5.013,
87,"Latvia",87521,"LPP","Latvijas PirmÄ partija","Latviaâ€™s First Party",2002,2002,0,9.5690002,
87,"Latvia",87610,"TP","Tautas partija","Peopleâ€™s Party",1998,2006,0,21.305,
87,"Latvia",87611,"LNNK-LZP","KoalÄ«cija Latvijas NacionÄlÄ KonservatÄ«vÄ Partija un Latvijas ZaÄ¼Ä Partija","Coalition Latvian National Conservative Party and Latvian Green Party",1995,1995,1,6.3460002,
87,"Latvia",87620,"ZRP","Zatlera Reformu Partija","Zatlers' Reform Party",2011,2011,0,21.014,
87,"Latvia",87630,"","No sirds Latvijai","For Latvia from the Heart",2014,2014,0,6.8969998,
87,"Latvia",87640,"","JaunÄ konservatÄ«vÄ partija","New Conservative Party",2018,2018,0,13.67,
87,"Latvia",87710,"LNNK","Latvijas NacionÄlÄs neatkaribas kustÄ«ba","Latvian National Independence Movement",1993,1993,0,13.355,
87,"Latvia",87721,"TB","TÄ“vzemei un brÄ«vÄ«bai","For Fatherland and Freedom",1993,1995,0,11.993,
87,"Latvia",87722,"TKL-ZP","Tautas KustÄ«ba â€˜Latvijai'-ZÄ«gerista partija","Popular Movement for Latvia-Zigerista Party",1995,1995,0,14.966,
87,"Latvia",87723,"TB-LNNK","ApvienÄ«ba TÄ“vzemei un brÄ«vÄ«bai - Latvijas NacionÄlÄs neatkaribas kustÄ«ba","For Fatherland and Freedom - Latvian National Independence Movement",1998,2006,1,14.732,
87,"Latvia",87730,"KPV LV","Kam pieder valsts?","Who owns the state?",2018,2018,0,14.334,
87,"Latvia",87810,"LZS","Latvijas Zemnieku savienÄ«ba","Latvian Farmersâ€™ Union",1993,1993,0,10.651,
87,"Latvia",87811,"LZS-LKDS-LDP","KoalÄ«cija Latvijas Zemnieku savienÄ«ba, Latvijas KristÃ®gi demokratu savienÄ«ba un Latgales demokrÄtiskÄ partija","Coalition of Latvian Farmers' Union, Latvian Christian Democratic Union and Democratic Party of Latgale",1995,1995,1,6.3610001,
87,"Latvia",87901,"","Latvijas ReÄ£ionu apvienÄ«ba","Latvian Association of Regions",2014,2014,0,6.7080002,
87,"Latvia",87951,"L","LÄ«dztiesÄ«ba","Equal Rights",1993,1993,0,5.763,
88,"Lithuania",88031,"UdL","Koalicija â€˜UÅ¾ darbÄ… Lietuvai'","Working for Lithuania",2004,2004,1,20.646,
88,"Lithuania",88041,"UTT","Rolando Pakso Koalicijos â€˜UÅ¾ TvarkÄ… ir teisingumÄ…'","Coalition of Rolandas Paksas â€˜For Order and Justice'",2004,2004,1,11.358,
88,"Lithuania",88042,"","Koalicija Darbo partija + Jaunimas","Coalition Labour Party and Youth",2008,2008,1,8.9870005,
88,"Lithuania",88220,"LDDP","Lietuvos demokratinÄ— darbo partija","Lithuanian Democratic Labour Party",1992,1996,0,43.976002,
88,"Lithuania",88320,"LSDP","Lietuvos socialdemokratÅ³ partija","Lithuanian Social Democratic Party",1992,2016,0,19.176001,
88,"Lithuania",88321,"BSDK","A. Brazausko socialdemokratinÄ— koalicija","A. Brazauskas Social Democratic Coalition",2000,2000,1,31.082001,
88,"Lithuania",88410,"NS","Naujoji sÄ…junga (socialliberalai)","New Union (Social Liberals)",2000,2000,0,19.636,
88,"Lithuania",88420,"LCS","Lietuvos centro sÄ…junga","Lithuanian Centre Union",1992,2000,0,8.6719999,
88,"Lithuania",88421,"SK","SajÅ«dis koalicija","Sajudis Coalition",1992,1992,1,21.172001,
88,"Lithuania",88422,"LLS","Lietuvos liberalÅ³ sÄ…junga","Lithuanian Liberal Union",2000,2000,0,17.252001,
88,"Lithuania",88430,"LiCS","LiberalÅ³ ir centro sÄ…junga","Liberal and Centre Union",2004,2008,0,9.1890001,
88,"Lithuania",88440,"DP","Darbo Partija","Labour Party",2004,2016,0,28.438999,
88,"Lithuania",88450,"LRLS","Lietuvos respublikos LiberalÅ³ sÄ…jÅ«dis","Liberal Movement",2008,2016,0,9.4490004,
88,"Lithuania",88460,"PTT","Partija tvarkÄ… ir teisingumÄ…s","Order and Justice",2008,2016,0,12.677,
88,"Lithuania",88521,"LKDP","Lietuvos krikÅ¡ÄioniÅ³ demokratÅ³ partija","Lithuanian Christian Democratic Party",1992,2000,0,10.426,
88,"Lithuania",88522,"LDP","Lietuvos demokratÅ³ partija","Lithuanian Democratic Party",1992,1996,0,,
88,"Lithuania",88523,"LPKTS","Lietuvos politiniÅ³ kaliniÅ³ ir tremtiniÅ³ sÄ…junga","Lithuanian Union of Political Prisoners and Deportees",1992,1992,0,,
88,"Lithuania",88529,"LKDPK","Lietuvos krikÅ¡ÄioniÅ³ demokratÅ³ partija koalicija","Lithuanian Christian Democratic Party Coalition",1992,1992,1,12.61,
88,"Lithuania",88620,"TS","TÄ—vynÄ—s sÄ…junga","Homeland Union",1996,2004,0,31.34,
88,"Lithuania",88621,"TS-LKD","TÄ—vynÄ—s sÄ…junga- Lietuvos krikÅ¡Äionys demokratai","Homeland Union - Lithuanian Christian Democrats",2008,2016,0,22.629,
88,"Lithuania",88630,"TPP","Tautos prisikÄ—limo partija","National Resurrection Party",2008,2008,0,15.091,
88,"Lithuania",88710,"LTS","LietuviÅ³ tautininkÅ³ sÄ…junga","Lithuanian National Union",1992,1992,0,1.9859999,
88,"Lithuania",88810,"LVP","Lietuvos valstieÄiÅ³ partija","Lithuanian Peasants Party",2000,2000,0,4.0809999,
88,"Lithuania",88820,"LVÅ½S","Lietuvos valstieÄiÅ³ ir Å¾aliÅ³jÅ³ sÄ…junga","Lithuanian Peasant and Green Union",2004,2016,0,22.452,
88,"Lithuania",88951,"LLRA/AWPL","Lietuvos lenkÅ³ rinkimÅ³ akcija/Akcja Wyborcza PolakÃ³w na Litwie","Election Action of Lithuaniaâ€™s Poles",1992,2016,0,6.085,
88,"Lithuania",88952,"DK","DrÄ…sos kelias","The Way of Courage",2012,2012,0,8.342,
89,"North Macedonia",89031,"GROM","Graganska Opcija za Maekedonija","Coalition Civic Option for Macedonia",2014,2014,1,2.9189999,
89,"North Macedonia",89221,"SDSM","Socijaldemokratski Sojuz na Makedonija","Social-Democratic League of Macedonia",1990,2016,0,29.827999,
89,"North Macedonia",89222,"LP","Liberalna Partija","Liberal Party",1990,1994,0,14.728,
89,"North Macedonia",89223,"MDPSM","Mlada Demokratsko-Progresivna Stranka na Makedonija","Young Democratic Progressive Party of Macedonia",1990,1990,0,0,
89,"North Macedonia",89224,"LDP","Liberalno Demokratska Partija","Liberal Democratic Party",1998,2016,0,8.3240004,
89,"North Macedonia",89227,"SM","Sojuz na Makedonija","Union of Macedonia",1994,1994,1,29.49,
89,"North Macedonia",89228,"SPM/MDPSM/SRSM","SocijalistiÄka Partija na Makedonija/Mlada Demokratsko-Progresivna Stranka na Makedonija/Sojuz na Reformskite Sili na Makedonija","Joint Candidates of Socialist Party of Macedonia/Young Democratic Progressive Party of Macedonia/Alliance of Reform Forces of Macedonia",1990,1990,1,.72899997,
89,"North Macedonia",89229,"SPM/MDPSM/SRSM/PCER","SocijalistiÄka Partija na Makedonija/Mlada Demokratsko-Progresivna Stranka na Makedonija/Sojuz na Reformskite Sili na Makedonija/Partija za Celosna Emancipacija na Romite","Joint Candidates of Socialist Party of Macedonia/Young Democratic Progressive Party of Macedonia/Alliance of Reform Forces of Macedonia/Party for the Complete Emancipation of the Roma",1990,1990,1,3.227,
89,"North Macedonia",89230,"NSDP","Nova Socijaldemokratska Partija","New Social Democratic Party",2006,2011,0,6.0430002,
89,"North Macedonia",89320,"SPM","SocijalistiÄka Partija na Makedonija","Socialist Party of Macedonia",1990,2011,0,7.967,
89,"North Macedonia",89321,"DA","Demokratska Alternativa","Democratic Alternative",1998,1998,0,10.726,
89,"North Macedonia",89330,"DOM","Demokratska Obnova na Makedonija","Democratic Renewal of Macedonia",2011,2016,0,.773,
89,"North Macedonia",89420,"SJM","Stranka na Jugoslovenite vo Makedonija","Party of Yugoslavs in Macedonia",1990,1990,0,1.7460001,
89,"North Macedonia",89430,"LPM","Liberalna Partija na Makedonija","Liberal Party of Macedonia",2002,2006,0,3.7969999,
89,"North Macedonia",89511,"VMRO-NP","VnatreÅ¡na Makedonska Revolucionerna Organizacija - Narodna Partija","Internal Macedonian Revolutionary Organizationâ€“People's Party",2006,2006,0,6.0910001,
89,"North Macedonia",89710,"VMRO-DPMNE","VnatreÅ¡na Makedonska Revolucionerna Organizacija - Demokratska Partija za Makedonsko Nacionalno Edinstvo","Internal Macedonian Revolutionary Organization - Democratic Party for Macedonian National Unity",1990,2016,0,44.466999,
89,"North Macedonia",89810,"PEI","Partija za Evropska Idnina","Party for European Future",2011,2011,0,2.3410001,
89,"North Macedonia",89910,"DPA/PDSh","Demokratska partija na Albancite/Partia Demokratike Shqiptare","Democratic Party of Albanians",2002,2016,0,10.519,
89,"North Macedonia",89911,"DR-DPA/LR-PDSH","DviÅ¾enje za reformi - Demokratska partija na Albancite/LÃ«vizja PÃ«r Reforma - Partia Demokratike Shqiptare","Movement for Reforms - Democratic Party of Albanians",2016,2016,0,,
89,"North Macedonia",89912,"AA/ASh","Alijansa za Albancite/Aleanca pÃ«r ShqiptarÃ«t","Alliance for Albanians",2016,2016,1,3.816,
89,"North Macedonia",89916,"BESA","DviÅ¾enje BESA/LÃ«vizja BESA","Besa Movement",2016,2016,0,5.0149999,
89,"North Macedonia",89920,"DPT/TDP","Demokratska Partija na Turcite/TÃ¼rk Demokratik PartisÄ«","Democratic Party of Turks",2006,2006,0,1.46,
89,"North Macedonia",89930,"NDP/RDK","Nacionalna Demokratska Prerodba/Rilindja Demokratike KombÃ«tare","National Democratic Revival",2011,2014,0,2.6689999,
89,"North Macedonia",89940,"DUI/BDI","Demokratska unija za integracija/Bashkimi Demokratik pÃ«r Integrim","Democratic Union for Integration",2002,2016,0,14.186,
89,"North Macedonia",89951,"PDP","Partija za Demokratski Prosperitet","Party for Democratic Prosperity",1990,2002,0,19.264999,
89,"North Macedonia",89952,"PDP","Narodna Demokratska Partija/PartisÃ« Demokratike Popullore","Peopleâ€™s Democratic Party",1990,1998,0,2.97,
89,"North Macedonia",89953,"PCER","Partija za Celosna Emancipacija na Romite","Party for the Complete Emancipation of the Roma",1990,1990,0,0,
89,"North Macedonia",89959,"PDPM/PDP","Partija za Demokratski Prosperitet vo Makedonija/PartisÃ« Demokratike Popullore","Joint Candidates of Party for Democratic Prosperity in Macedonia/Peopleâ€™s Democratic Party",1990,1990,1,1.377,
90,"Moldova",90040,"ACUM","Blocul electoral â€žACUM Platforma DA È™i PASâ€","Electoral bloc ""NOW  Platform DA and PAS""",2019,2019,0,26.841999,
90,"Moldova",90220,"PSMUE","Blocul electoral Partidul Socialist ÅŸi MiÅŸcarea â€˜Unitate-Edinstvoâ€™","Electoral Bloc of the Socialist Party and the Movement â€˜Unity'",1994,1994,1,22,
90,"Moldova",90221,"PCRM","Partidul ComuniÅŸtilor din Republica Moldova","Party of Communists of the Republic of Moldova",1998,2014,0,50.074001,
90,"Moldova",90231,"PSRM","Partidul SocialiÅŸtilor din Republica Moldova","Party of Socialists of the Republic of Moldova",2014,2019,0,31.15,
90,"Moldova",90320,"BMD","Blocul electoral â€˜Moldova DemocratÄƒ'","Electoral Bloc â€˜Democratic Moldova'",2005,2005,1,28.525,
90,"Moldova",90321,"AMN","AlianÅ£Äƒ Moldova NoastrÄƒ","Our Moldova Alliance",2009,2009,1,7.3499999,
90,"Moldova",90330,"PDM","Partidul Democrat din Moldova","Democratic Party of Moldova",2009,2019,0,23.620001,
90,"Moldova",90410,"PFD","Partidul ForÅ£elor Democratice","Party of Democratic Forces",1998,1998,0,8.8369999,
90,"Moldova",90420,"PMDP","Blocul Electoral â€˜Pentru o MoldovÄƒ DemocraticÄƒ ÅŸi ProsperÄƒ'","Electoral Bloc â€˜For a Democratic and Prosperous Moldova'",1998,1998,1,18.157,
90,"Moldova",90430,"PLDM","Partidul Liberal Democrat din Moldova","Liberal Democratic Party of Moldova",2009,2014,0,29.378,
90,"Moldova",90520,"PPCD","Partidul Popular CreÅŸtin ÅŸi Democrat","Christian Democratic Peopleâ€™s Party",1994,2005,1,9.073,
90,"Moldova",90610,"CDM","Blocul Electoral â€˜ConvenÅ£ia DemocratÄƒ din Moldova'","Electoral Bloc â€˜Democratic Convention of Moldova'",1998,1998,1,19.421,
90,"Moldova",90620,"PL","Partidul Liberal","Liberal Party",2009,2019,0,14.68,
90,"Moldova",90630,"È˜OR","Partidul È˜or","È˜or Party",2019,2019,0,8.316,
90,"Moldova",90810,"PDAM","Partidul Democrat Agrar din Moldova","Agrarian Democratic Party of Moldova",1994,1994,0,43.179001,
90,"Moldova",90951,"BÅ¢I","Blocul Å¢Äƒranilior ÅŸi Intelectualilor","Bloc of Peasants and Intellectuals",1994,1994,1,9.21,
90,"Moldova",90952,"BEAB","Blocul Electoral â€˜AlianÅ£a BraghiÅŸ'","Electoral Block â€˜Braghis Alliance'",2001,2001,1,13.361,
91,"Montenegro",91020,"ECG","Koalicija za Evropsku Crnu Goru","Coalition for European Montenegro",2006,2012,1,51.900002,
91,"Montenegro",91030,"","Koalicija KljuÄ","Key Coalition",2016,2016,0,11.052,
91,"Montenegro",91040,"","Mir je naÅ¡a nacija","Peace is our Nation",2020,2020,1,12.53,
91,"Montenegro",91060,"DF","Demokratiski Front","Democratic Front",2012,2016,0,22.82,
91,"Montenegro",91090,"ZBCG","Za buduÄ‡nost Crne Gore","For the Future of Montenegro",2020,2020,0,32.550999,
91,"Montenegro",91220,"DPS CG","Demokratska Partija Socijalista Crne Gore","Democratic Party of Socialists of Montenegro",1990,2020,0,51.229,
91,"Montenegro",91222,"PSCG","Partija Socijalista Crne Gore","Socialist Party of Montenegro",1990,1990,0,,
91,"Montenegro",91223,"SP","Socijalisticka Partija","Socialist Party",1990,1990,0,,
91,"Montenegro",91224,"SNP CG","SocijalistiÄka Narodna Partija Crne Gore","Socialist Peopleâ€™s Party of Montenegro",1998,2012,0,36.102001,
91,"Montenegro",91229,"SRSCG","Savez Reformskih Snaga za Crnu Goru","Alliance of Reform Forces for Montenegro",1990,1990,1,14.095,
91,"Montenegro",91320,"SDPR","Socijaldemokratska Partija Reformista","Social Democratic Party of Reformists",1992,1992,0,4.3979998,
91,"Montenegro",91321,"SDP CG","Socijaldemokratska Partija Crne Gore","Social Democratic Party of Montenegro",1996,2020,0,8.6199999,
91,"Montenegro",91322,"URA","Ujedinjena reformska akcija","United Reform Action",2016,2020,0,5.54,
91,"Montenegro",91323,"DZB","Da Å½ivimo Bolje","For a Better Live",1998,1998,1,49.535,
91,"Montenegro",91324,"SDCG","Socijaldemokrate Crne Gore","Social Democrats of Montenegro",2016,2020,0,4.0939999,
91,"Montenegro",91330,"PCG","Pozitivna Crna Gora","Positive Montenegro",2012,2012,0,8.2399998,
91,"Montenegro",91420,"LSCG","Liberalni Savez Crne Gore","Liberal Alliance of Montenegro",1990,2002,0,12.041,
91,"Montenegro",91421,"LPCG","Liberalna Partija Crne Gore","Liberal Party of Montenegro",2006,2006,0,3.76,
91,"Montenegro",91430,"PzP","Pokret za Promjene","Movement for Changes",2006,2009,0,13.13,
91,"Montenegro",91440,"DCG","Demokratska Crna Gora","Democratic Montenegro",2016,2016,0,10.015,
91,"Montenegro",91610,"DEMOS","Demokratski savez","Democratic Alliance",2016,2016,0,,
91,"Montenegro",91710,"NS","Narodna Stranka","Peopleâ€™s Party",1990,2006,0,14.806,
91,"Montenegro",91711,"SRS","Srpska Radikalna Stranka","Serbian Radical Party",1992,1992,0,7.553,
91,"Montenegro",91712,"SNS","Srpska Narodna Stranka","Serbian People's Party",2001,2002,0,6.98,
91,"Montenegro",91910,"NOVA","Nova srpska demokratija","New Serbian Democracy",2009,2009,0,9.1999998,
